ID, Name, Date
1,4.0.0,2011-12-07T23:59:59
2,4.1.0,2012-06-13T23:59:59
3,4.1.1,2013-01-16T23:59:59
4,4.2.0,2013-01-19T23:59:59
5,4.2.1,2013-03-27T23:59:59
6,4.2.2,2013-10-10T23:59:59
7,4.3.0,2014-02-02T23:59:59
8,4.2.3,2014-06-27T23:59:59
9,4.3.1,2015-05-24T23:59:59
10,4.3.2,2015-11-17T23:59:59
11,4.4.0,2016-05-16T23:59:59
12,4.5.0,2017-08-10T23:59:59
13,4.5.1,2017-09-10T23:59:59
14,4.6.0,2017-11-10T23:59:59
