Release ID, Filepath, Size, LOC Touched, NR, NFix, NAuth, LOC Added, Max LOC Added, Average LOC Added, Churn, Max Churn, Average Churn
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,154,229,7,2,5,193,81,27.571428571428573,157,81,22.428571428571427
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,31,35,2,0,2,33,33,16.5,31,33,15.5
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,928,1074,12,2,4,1041,684,86.75,1008,684,84.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,180,416,8,0,4,310,168,38.75,204,168,25.5
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,260,362,7,3,4,312,195,44.57142857142857,262,195,37.42857142857143
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,551,2257,34,8,5,1562,487,45.94117647058823,867,487,25.5
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,40,40,1,1,1,40,40,40.0,40,40,40.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,361,745,18,5,5,566,124,31.444444444444443,387,124,21.5
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,388,456,8,3,4,423,228,52.875,390,211,48.75
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,51,51,1,0,1,51,51,51.0,51,51,51.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,577,1003,22,6,3,820,378,37.27272727272727,637,378,28.954545454545453
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,32,32,1,0,1,32,32,32.0,32,32,32.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,66,116,3,0,1,92,69,30.666666666666668,68,69,22.666666666666668
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,188,530,20,6,3,422,183,21.1,314,183,15.7
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,582,1205,18,5,3,1022,550,56.77777777777778,839,550,46.611111111111114
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,158,253,9,3,3,232,157,25.77777777777778,211,157,23.444444444444443
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,50,1456,16,3,4,753,536,47.0625,50,536,3.125
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,27,133,2,0,1,80,79,40.0,27,79,13.5
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,928,2071,24,11,4,1123,712,46.791666666666664,175,712,7.291666666666667
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,60,70,2,0,1,60,60,30.0,50,60,25.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,62,426,11,2,3,244,133,22.181818181818183,62,133,5.636363636363637
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,87,159,4,1,1,123,113,30.75,87,113,21.75
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,52,60,3,1,1,56,53,18.666666666666668,52,53,17.333333333333332
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,268,473,11,3,3,423,240,38.45454545454545,373,240,33.90909090909091
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,163,338,6,1,3,281,151,46.833333333333336,224,151,37.333333333333336
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,109,130,3,1,1,124,91,41.333333333333336,118,91,39.333333333333336
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,147,147,1,0,1,147,147,147.0,147,147,147.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,58,62,3,0,1,60,58,20.0,58,58,19.333333333333332
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,44,44,1,0,1,44,44,44.0,44,44,44.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,106,136,2,1,2,122,108,61.0,108,108,54.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,139,435,7,1,3,293,126,41.857142857142854,151,126,21.571428571428573
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,326,374,10,0,3,363,249,36.3,352,249,35.2
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,648,2219,30,8,4,1534,410,51.13333333333333,849,410,28.3
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,778,2019,29,6,4,1448,714,49.93103448275862,877,714,30.24137931034483
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,314,525,14,5,5,422,204,30.142857142857142,319,204,22.785714285714285
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,55,69,3,0,2,62,50,20.666666666666668,55,50,18.333333333333332
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,191,253,9,2,4,222,184,24.666666666666668,191,184,21.22222222222222
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,90,144,6,1,3,117,61,19.5,90,61,15.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,273,303,6,1,2,287,274,47.833333333333336,271,274,45.166666666666664
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,137,398,16,2,4,275,167,17.1875,152,167,9.5
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,79,142,8,0,4,116,80,14.5,90,80,11.25
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,82,186,5,0,3,134,83,26.8,82,83,16.4
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,147,189,5,1,2,168,112,33.6,147,112,29.4
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,422,614,5,0,1,518,298,103.6,422,298,84.4
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,978,3295,42,17,5,2177,547,51.833333333333336,1059,547,25.214285714285715
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,467,942,26,11,5,736,198,28.307692307692307,530,198,20.384615384615383
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,189,457,15,1,4,331,140,22.066666666666666,205,140,13.666666666666666
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,153,500,17,6,4,345,178,20.294117647058822,190,178,11.176470588235293
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,84,126,7,1,4,106,67,15.142857142857142,86,67,12.285714285714286
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,182,355,16,7,4,281,138,17.5625,207,138,12.9375
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,358,1049,24,11,4,723,170,30.125,397,170,16.541666666666668
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,126,264,14,5,3,195,101,13.928571428571429,126,101,9.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,106,203,6,3,2,185,78,30.833333333333332,167,78,27.833333333333332
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,109,189,5,1,3,149,87,29.8,109,87,21.8
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,85,87,2,0,2,86,85,43.0,85,85,42.5
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,236,259,10,2,3,248,61,24.8,237,61,23.7
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,314,524,15,8,4,474,216,31.6,424,216,28.266666666666666
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,694,1296,28,10,4,1207,377,43.107142857142854,1118,377,39.92857142857143
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,27,27,1,0,1,27,27,27.0,27,27,27.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,89,95,3,1,1,92,84,30.666666666666668,89,84,29.666666666666668
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,301,898,18,8,3,686,251,38.111111111111114,474,251,26.333333333333332
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,153,402,11,5,3,284,193,25.818181818181817,166,193,15.090909090909092
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,92,102,4,0,2,97,72,24.25,92,72,23.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,466,1000,17,10,3,738,514,43.411764705882355,476,514,28.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,93,103,4,0,2,98,72,24.5,93,72,23.25
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,244,330,7,0,3,287,204,41.0,244,204,34.857142857142854
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,192,422,6,3,2,313,144,52.166666666666664,204,144,34.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,250,430,7,1,2,341,145,48.714285714285715,252,109,36.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,109,109,3,0,1,109,64,36.333333333333336,109,64,36.333333333333336
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,601,934,7,3,2,776,691,110.85714285714286,618,691,88.28571428571429
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,565,705,16,2,4,635,394,39.6875,565,394,35.3125
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,69,75,2,1,1,72,65,36.0,69,65,34.5
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,77,77,1,0,1,77,77,77.0,77,77,77.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,94,103,2,1,1,100,94,50.0,97,94,48.5
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,337,345,2,0,2,344,337,172.0,343,337,171.5
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,214,214,1,0,1,214,214,214.0,214,214,214.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,79,79,1,0,1,79,79,79.0,79,79,79.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,25,25,1,0,1,25,25,25.0,25,25,25.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,84,84,1,0,1,84,84,84.0,84,84,84.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,34,34,1,0,1,34,34,34.0,34,34,34.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,33,33,1,0,1,33,33,33.0,33,33,33.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,104,104,1,0,1,104,104,104.0,104,104,104.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,172,172,1,0,1,172,172,172.0,172,172,172.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,70,70,1,0,1,70,70,70.0,70,70,70.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,140,140,1,0,1,140,140,140.0,140,140,140.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,154,158,2,1,2,157,154,78.5,156,154,78.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,248,250,2,1,2,249,236,124.5,248,236,124.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,275,436,18,7,5,373,178,20.72222222222222,310,178,17.22222222222222
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,176,400,10,2,4,373,158,37.3,346,158,34.6
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,624,1286,41,12,5,829,209,20.21951219512195,372,209,9.073170731707316
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,91,106,4,2,3,95,90,23.75,84,90,21.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,58,63,2,1,2,58,58,29.0,53,58,26.5
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,132,164,5,1,4,156,75,31.2,148,75,29.6
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,4088,4140,7,1,2,4114,1493,587.7142857142857,4088,1493,584.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,558,638,14,1,4,598,521,42.714285714285715,558,521,39.857142857142854
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,727,1800,37,18,5,1330,573,35.945945945945944,860,573,23.243243243243242
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,150,203,3,2,3,152,148,50.666666666666664,101,148,33.666666666666664
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,503,727,8,3,2,622,234,77.75,517,234,64.625
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,325,511,8,2,3,419,269,52.375,327,269,40.875
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,273,319,9,3,3,297,267,33.0,275,267,30.555555555555557
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,136,150,4,2,2,143,139,35.75,136,139,34.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,56,56,1,0,1,56,56,56.0,56,56,56.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,74,88,3,0,2,81,63,27.0,74,63,24.666666666666668
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,357,600,14,3,2,481,289,34.357142857142854,362,289,25.857142857142858
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,174,196,4,0,3,185,173,46.25,174,173,43.5
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,148,170,4,0,3,159,147,39.75,148,147,37.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,92,1582,8,0,3,837,763,104.625,92,763,11.5
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,45,47,2,0,1,46,45,23.0,45,45,22.5
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,168,244,3,1,2,213,166,71.0,182,166,60.666666666666664
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,77,79,2,0,1,78,77,39.0,77,77,38.5
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,664,683,3,1,2,675,665,225.0,667,665,222.33333333333334
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,88,88,2,0,2,88,55,44.0,88,55,44.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,260,735,14,3,5,499,209,35.642857142857146,263,209,18.785714285714285
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,54,64,3,0,3,59,54,19.666666666666668,54,54,18.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,48,100,5,2,4,88,38,17.6,76,38,15.2
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,140,174,5,1,4,167,98,33.4,160,98,32.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ReflectionUtils.java,152,152,2,0,1,152,129,76.0,152,129,76.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,39,59,3,0,2,49,38,16.333333333333332,39,38,13.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,131,131,1,0,1,131,131,131.0,131,131,131.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,47,47,1,0,1,47,47,47.0,47,47,47.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,129,195,5,1,4,162,94,32.4,129,94,25.8
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,43,1,0,1,43,43,43.0,43,43,43.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,243,401,6,2,2,329,94,54.833333333333336,257,94,42.833333333333336
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,64,2,1,1,63,32,31.5,62,32,31.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,45,45,1,0,1,45,45,45.0,45,45,45.0
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,94,97,2,2,2,97,94,48.5,97,94,48.5
3,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,72,72,1,0,1,72,72,72.0,72,72,72.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java,42,42,1,0,1,42,42,42.0,42,42,42.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java,48,64,3,0,2,56,48,18.666666666666668,48,48,16.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java,89,101,4,1,3,95,63,23.75,89,63,22.25
3,hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java,380,432,8,1,4,406,237,50.75,380,237,47.5
3,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,138,159,6,2,4,150,133,25.0,141,133,23.5
3,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,142,186,8,2,4,167,136,20.875,148,136,18.5
3,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,191,211,5,1,4,201,176,40.2,191,176,38.2
3,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java,46,48,2,0,2,47,46,23.5,46,46,23.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,165,227,6,0,3,196,127,32.666666666666664,165,127,27.5
3,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,171,183,6,0,3,177,148,29.5,171,148,28.5
3,hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java,56,82,3,0,3,69,58,23.0,56,58,18.666666666666668
3,hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java,179,213,6,1,4,196,149,32.666666666666664,179,149,29.833333333333332
3,hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java,74,82,2,0,2,78,74,39.0,74,74,37.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java,36,36,1,0,1,36,36,36.0,36,36,36.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java,37,37,1,0,1,37,37,37.0,37,37,37.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/NoResponseHandlerException.java,34,34,1,1,1,34,34,34.0,34,34,34.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java,34,34,1,0,1,34,34,34.0,34,34,34.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java,38,42,2,0,2,40,38,20.0,38,38,19.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java,39,41,2,0,2,40,39,20.0,39,39,19.5
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/AbstractResponseHandler.java,156,156,1,0,1,156,156,156.0,156,156,156.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/CloseSubscriptionResponseHandler.java,84,84,1,0,1,84,84,84.0,84,84,84.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,117,247,7,1,4,182,95,26.0,117,95,16.714285714285715
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java,94,114,5,0,3,104,87,20.8,94,87,18.8
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java,71,121,6,0,4,96,70,16.0,71,70,11.833333333333334
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,183,1055,14,2,4,619,329,44.214285714285715,183,329,13.071428571428571
3,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java,85,153,6,0,4,119,83,19.833333333333332,85,83,14.166666666666666
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/CleanupChannelMap.java,183,183,2,0,1,183,139,91.5,183,139,91.5
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java,70,72,2,0,1,71,70,35.5,70,70,35.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannel.java,54,54,1,0,1,54,54,54.0,54,54,54.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java,160,160,1,0,1,160,160,160.0,160,160,160.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,125,840,12,4,3,484,369,40.333333333333336,128,369,10.666666666666666
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,151,597,12,4,4,374,224,31.166666666666668,151,224,12.583333333333334
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,421,1656,18,5,4,1039,585,57.72222222222222,422,585,23.444444444444443
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/NetUtils.java,219,227,5,2,3,224,198,44.8,221,198,44.2
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/SubscriptionEventEmitter.java,50,50,1,0,1,50,50,50.0,50,50,50.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java,42,42,2,1,2,42,25,21.0,42,25,21.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java,624,624,2,0,1,624,621,312.0,624,621,312.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java,377,427,3,1,1,402,363,134.0,377,363,125.66666666666667
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java,383,404,3,1,2,393,378,131.0,382,378,127.33333333333333
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ClientChannelPipelineFactory.java,72,72,1,0,1,72,72,72.0,72,72,72.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/DefaultServerChannel.java,92,92,1,0,1,92,92,92.0,92,92,92.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelHandler.java,284,288,3,1,2,285,261,95.0,282,261,94.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java,371,371,1,0,1,371,371,371.0,371,371,371.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/NonSubscriptionChannelPipelineFactory.java,47,47,1,0,1,47,47,47.0,47,47,47.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ResubscribeCallback.java,108,108,2,0,1,108,101,54.0,108,101,54.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/WriteCallback.java,111,111,1,0,1,111,111,111.0,111,111,111.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java,319,319,3,0,1,319,298,106.33333333333333,319,298,106.33333333333333
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java,129,1177,3,0,1,653,622,217.66666666666666,129,622,43.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscriptionChannelPipelineFactory.java,49,49,1,0,1,49,49,49.0,49,49,49.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleHChannelManager.java,358,370,4,1,1,364,308,91.0,358,308,89.5
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscribeResponseHandler.java,277,1271,5,0,1,774,538,154.8,277,538,55.4
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscriptionChannelPipelineFactory.java,49,49,2,0,1,49,46,24.5,49,46,24.5
3,hedwig-client/src/main/java/org/apache/hedwig/client/netty/package-info.java,89,89,1,0,1,89,89,89.0,89,89,89.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java,41,41,1,0,1,41,41,41.0,41,41,41.0
3,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java,66,92,2,0,2,79,65,39.5,66,65,33.0
3,hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java,63,65,4,0,3,64,45,16.0,63,45,15.75
3,hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java,24,24,1,0,1,24,24,24.0,24,24,24.0
3,hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilterBase.java,50,50,1,0,1,50,50,50.0,50,50,50.0
3,hedwig-client/src/main/java/org/apache/hedwig/filter/PipelineFilter.java,72,90,2,0,1,81,72,40.5,72,72,36.0
3,hedwig-client/src/main/java/org/apache/hedwig/filter/ServerMessageFilter.java,47,47,1,0,1,47,47,47.0,47,47,47.0
3,hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java,47,55,2,0,2,51,47,25.5,47,47,23.5
3,hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java,183,223,4,0,3,203,185,50.75,183,185,45.75
3,hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java,49,49,1,0,1,49,49,49.0,49,49,49.0
3,hedwig-client/src/main/java/org/apache/hedwig/util/Either.java,50,50,1,0,1,50,50,50.0,50,50,50.0
3,hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java,98,102,2,0,2,100,97,50.0,98,97,49.0
3,hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,143,143,2,0,2,143,138,71.5,143,138,71.5
3,hedwig-client/src/main/java/org/apache/hedwig/util/Option.java,43,43,1,0,1,43,43,43.0,43,43,43.0
