ID, Size, Predicted, Actual
1,78,0.9998393119897798,no
2,302,0.9998393119897798,no
3,87,0.9998393119897798,no
4,198,0.9998393119897798,no
5,175,0.9998393119897798,no
6,65,0.9999196430824967,no
7,105,0.9998393119897798,no
8,58,0.9999196430824967,no
9,196,0.9998393119897798,no
10,106,0.9998393119897798,no
11,130,0.9998393119897798,no
12,64,0.9998393119897798,no
13,132,0.9998393119897798,no
14,62,0.9998393119897798,no
15,108,0.9998393119897798,no
16,432,0.9998393119897798,no
17,174,0.9999196430824967,no
18,246,0.9998393119897798,no
19,106,0.9998393119897798,no
20,121,0.9998393119897798,no
21,110,0.9999196430824967,no
22,58,0.9999196430824967,no
23,37,0.9999196430824967,no
24,77,0.9999196430824967,no
25,142,0.9999196430824967,no
26,114,0.9998393119897798,no
27,80,0.9999196430824967,no
28,59,0.9999196430824967,no
29,69,0.9999196430824967,no
30,95,0.9999196430824967,no
31,64,0.9998393119897798,no
32,164,0.9999196430824967,no
33,70,0.9999196430824967,no
34,32,0.9999196430824967,no
35,148,0.9999196430824967,no
36,156,0.9999196430824967,no
37,119,0.9999196430824967,no
38,116,0.9999196430824967,no
39,93,0.9998393119897798,no
40,256,0.9998393119897798,yes
41,123,0.9998393119897798,no
42,201,0.9998393119897798,no
43,180,0.9998393119897798,no
44,156,0.9998393119897798,no
45,98,0.9998393119897798,no
46,86,0.9998393119897798,no
47,48,0.9998393119897798,no
48,143,0.9998393119897798,no
49,145,0.9998393119897798,no
50,113,0.9998393119897798,no
51,260,0.9998393119897798,no
52,618,0.9998393119897798,no
53,39,0.285719206203382,no
54,39,0.9999839265499186,no
55,39,0.9999839265499186,no
56,24,0.9999839265499186,no
57,62,0.9999598183123718,no
58,77,0.285719206203382,no
59,77,0.9999678541332274,no
60,54,0.9999678541332274,no
61,92,0.1666755964090002,no
62,58,0.9999678541332274,no
63,24,0.9999839265499186,no
64,64,0.9999678541332274,no
65,216,0.285719206203382,no
66,36,0.9999839265499186,no
67,36,0.9999839265499186,no
68,208,0.9999678541332274,no
69,64,0.9999196430824967,no
70,39,0.23077588846066646,no
71,47,0.23077588846066646,no
72,74,0.9999678541332274,no
73,71,0.285719206203382,no
74,123,0.9998393119897798,no
75,44,0.285719206203382,no
76,122,0.9998393119897798,no
77,53,0.9999196430824967,no
78,242,1.607345008130496E-5,no
79,44,0.9999196430824967,no
80,171,0.9998393119897798,no
81,511,0.9998393119897798,no
82,128,0.9998393119897798,no
83,178,0.9998393119897798,no
84,130,0.9998393119897798,no
85,460,0.9998393119897798,no
86,201,0.9999196430824967,no
87,116,0.9999464258516289,no
88,225,0.9999464258516289,no
89,42,0.9999464258516289,no
90,44,0.9999598183123718,no
91,94,0.9999196430824967,no
92,136,0.9999196430824967,no
93,27,0.9999732114906429,no
94,47,0.9999196430824967,no
95,60,0.9999598183123718,no
96,58,0.9999464258516289,no
97,56,0.9999464258516289,no
98,205,0.9999464258516289,no
99,54,0.9998393119897798,no
100,49,0.1666755964090002,no
101,32,0.9998393119897798,no
102,43,0.9999196430824967,no
103,111,0.9998393119897798,no
104,29,0.9999464258516289,no
105,49,0.9999196430824967,no
106,78,0.9999196430824967,no
107,45,0.9999196430824967,no
108,31,0.9999464258516289,no
109,30,0.9999196430824967,no
110,36,0.9999464258516289,no
111,43,0.9999196430824967,no
112,60,0.09092104640276835,no
113,85,0.09092104640276835,no
114,92,0.9999196430824967,no
115,156,1.607345008130496E-5,no
116,98,0.09092104640276835,no
117,131,1.607345008130496E-5,no
118,194,0.09092104640276835,no
119,201,0.16667559640900023,no
120,69,0.09092104640276835,no
121,68,0.16667559640900023,no
122,52,0.16667559640900023,no
123,50,0.16667559640900023,no
124,202,0.09092104640276835,no
125,73,0.9999464258516289,no
126,42,0.9999464258516289,no
127,35,0.9999464258516289,no
128,125,0.9999196430824967,no
129,65,0.9999464258516289,no
130,48,0.9999464258516289,no
131,89,0.9999464258516289,no
132,153,0.9999196430824967,no
133,40,0.9999464258516289,no
134,64,0.16667559640900023,no
135,99,0.16667559640900023,no
136,73,0.16667559640900023,no
137,72,0.16667559640900023,no
138,51,0.09092104640276835,no
139,36,0.9999196430824967,no
140,31,0.04762597280485584,no
141,61,0.09092104640276835,no
142,74,0.09092104640276835,no
143,101,0.16667559640900023,no
144,86,0.09092104640276835,no
145,106,0.09092104640276835,no
146,91,0.09092104640276835,no
147,58,0.09092104640276835,no
148,106,0.09092104640276835,no
149,143,1.607345008130496E-5,no
150,52,1.607345008130496E-5,no
151,88,0.09092104640276835,no
152,66,1.607345008130496E-5,no
153,44,0.9999196430824967,no
154,158,0.9999196430824967,no
155,51,0.9999196430824967,no
156,36,0.9999196430824967,no
157,63,0.9999196430824967,no
158,36,0.285719206203382,no
159,43,0.1666755964090002,no
160,81,0.1666755964090002,no
161,75,0.1666755964090002,no
162,81,0.1666755964090002,no
163,88,0.1666755964090002,no
164,42,0.1666755964090002,no
165,82,0.9999464258516289,no
166,55,0.1666755964090002,no
167,48,0.9999464258516289,no
168,72,0.9999678541332274,no
169,113,0.1666755964090002,no
170,55,0.1666755964090002,no
171,35,0.23077588846066646,no
172,47,0.285719206203382,no
173,101,5.35793152102811E-6,no
174,109,0.9999464258516289,no
175,28,0.23077588846066646,no
176,54,0.06250439518114449,no
177,158,4.0184594060862416E-6,no
178,52,0.024393973109995432,no
179,53,0.024393973109995432,no
180,81,0.024393973109995432,no
181,83,4.0184594060862416E-6,no
182,63,4.0184594060862416E-6,no
183,48,0.06250439518114449,no
184,55,5.35793152102811E-6,no
185,149,5.35793152102811E-6,no
186,263,5.35793152102811E-6,no
187,179,0.04762597280485584,no
188,37,0.06250439518114449,no
189,25,0.04762597280485584,no
190,30,5.35793152102811E-6,no
191,36,0.04762597280485584,no
192,30,0.09091506874327937,no
193,27,0.09091506874327937,no
194,37,0.09091506874327937,no
195,33,0.09091506874327937,no
196,31,0.09091506874327937,no
197,56,0.09091506874327937,no
198,101,0.06250439518114449,no
199,139,0.04762597280485584,no
200,85,0.04762597280485584,no
201,95,0.09091506874327937,no
202,60,0.032262915090566724,no
203,35,0.09091506874327937,no
204,26,0.06250439518114449,no
205,69,4.0184594060862416E-6,no
206,64,0.032262915090566724,no
207,39,0.032262915090566724,no
208,41,0.09091506874327937,no
209,167,5.35793152102811E-6,no
210,66,0.032262915090566724,no
211,93,0.04762597280485584,no
212,86,0.9998393119897798,no
213,117,0.09092104640276835,no
214,90,1.607345008130496E-5,no
215,48,0.23077588846066646,no
216,85,0.9999464258516289,no
217,43,0.23077588846066646,no
218,90,0.23077588846066646,no
219,202,0.9999464258516289,no
220,141,0.9999464258516289,no
221,30,0.9999598183123718,no
222,29,0.9999598183123718,no
223,67,0.16667559640900023,no
224,242,0.285719206203382,no
225,72,0.9999196430824967,no
226,50,0.06250439518114449,no
227,89,0.23077588846066646,no
228,40,0.06250439518114449,no
229,49,0.23077588846066646,no
230,249,5.35793152102811E-6,no
231,40,0.23077588846066646,no
232,171,0.09091506874327936,no
233,40,0.23077588846066646,no
234,32,0.23077588846066646,no
235,271,0.9999196430824967,no
236,55,0.9999196430824967,no
237,80,0.9999196430824967,no
238,28,0.9999196430824967,no
239,44,0.9999196430824967,no
240,83,0.9999196430824967,no
241,67,0.9999196430824967,no
242,36,0.9999196430824967,no
243,384,0.1666755964090002,no
244,196,0.23077588846066646,no
245,312,0.23077588846066646,no
246,120,0.1666755964090002,no
247,315,1.607345008130496E-5,no
248,112,0.09092104640276835,no
249,119,0.09092104640276835,no
250,146,0.09092104640276835,no
251,86,0.1304399480834858,no
252,69,0.285719206203382,no
253,88,0.1304399480834858,no
254,42,0.1304399480834858,no
255,32,0.13043736536414052,no
256,56,0.23077588846066646,no
257,102,0.9999196430824967,no
258,56,0.09092104640276835,no
259,89,0.09092104640276835,no
260,40,0.09092104640276835,no
261,80,0.09092104640276835,no
262,46,0.13043736536414052,no
263,46,0.13043736536414052,no
264,68,8.036854220627605E-6,no
265,80,0.09092104640276835,no
266,66,0.09092104640276835,no
267,100,0.9999196430824967,no
268,32,0.9999196430824967,no
269,31,0.09092104640276835,no
270,36,0.09092104640276835,no
271,59,0.09092104640276835,no
272,44,0.9999678541332274,no
273,29,0.9999678541332274,no
274,280,0.285719206203382,no
275,67,0.09092104640276835,no
276,60,0.9999196430824967,no
277,46,0.9998393119897798,no
278,133,0.9999196430824967,no
279,333,0.9999196430824967,no
280,36,0.9999196430824967,no
281,44,0.9999196430824967,no
282,823,0.9998393119897798,no
283,26,0.9999196430824967,no
284,70,0.9999196430824967,no
285,213,0.9999196430824967,no
286,192,0.04762597280485584,no
287,562,5.35793152102811E-6,no
288,46,0.285719206203382,no
289,31,0.285719206203382,no
290,83,0.2857192062033821,no
291,71,0.23077588846066646,no
292,83,0.1304399480834858,no
293,40,0.2857192062033821,no
294,32,0.13043736536414052,no
295,57,0.23077588846066646,no
296,97,0.9999196430824967,no
297,64,0.09091506874327936,no
298,94,0.09091506874327936,no
299,45,0.09091506874327936,no
300,98,0.09091506874327936,no
301,46,0.13043736536414052,no
302,46,0.13043736536414052,no
303,337,8.036854220627605E-6,no
304,143,0.09091506874327936,no
305,81,0.09091506874327936,no
306,132,0.09091506874327936,no
307,162,1.607345008130496E-5,no
308,85,1.607345008130496E-5,no
309,454,1.607345008130496E-5,no
310,316,1.607345008130496E-5,yes
311,49,0.04762597280485584,no
312,32,0.09092104640276835,no
313,64,8.036854220627605E-6,no
314,105,8.036854220627605E-6,no
315,82,8.036854220627605E-6,no
316,111,0.09091506874327937,no
317,42,0.09092104640276835,no
318,63,5.35793152102811E-6,no
319,235,0.04762597280485584,no
320,75,0.23077588846066652,no
321,43,0.09091506874327936,no
322,33,0.09091506874327936,no
323,66,0.04762597280485584,no
324,99,0.04762597280485584,no
325,40,0.09091506874327936,no
326,160,0.032262915090566724,no
327,40,0.09091506874327936,no
328,32,0.09091506874327936,no
329,593,0.9998393119897798,yes
330,328,0.9998393119897798,yes
331,101,0.9998393119897798,no
332,281,0.9998393119897798,no
333,72,0.9998393119897798,no
334,121,0.9998393119897798,yes
335,35,0.9998393119897798,yes
336,154,0.9998393119897798,yes
337,61,0.9998393119897798,yes
338,58,0.9999196430824967,no
339,32,0.9998393119897798,no
340,78,0.9998393119897798,no
341,36,0.9998393119897798,no
342,102,0.9999464258516289,no
343,403,0.9998393119897798,yes
344,71,0.9998393119897798,no
345,76,0.9998393119897798,no
346,124,0.9999196430824967,no
347,86,0.9999196430824967,no
348,25,0.9999196430824967,no
349,41,0.9999196430824967,no
350,213,0.9998393119897798,no
351,98,0.9999196430824967,no
352,200,0.9998393119897798,yes
353,29,0.9999196430824967,no
354,75,0.9998393119897798,no
355,44,0.9998393119897798,no
356,56,0.9999196430824967,yes
357,43,0.9999196430824967,no
358,240,0.9998393119897798,no
359,285,0.9998393119897798,no
360,27,0.9999598183123718,no
361,38,0.9999196430824967,no
362,27,0.9999598183123718,no
363,41,0.9999196430824967,no
364,88,0.9999196430824967,no
365,28,0.9999196430824967,no
366,364,0.9998393119897798,no
367,50,0.9998393119897798,no
368,52,0.9998393119897798,no
369,38,0.9999196430824967,no
370,52,0.9999196430824967,no
371,38,0.9999196430824967,no
372,43,0.9999196430824967,no
373,47,0.9999196430824967,yes
374,50,0.9999196430824967,no
375,25,0.9999196430824967,no
376,113,0.9998393119897798,no
377,36,0.9999196430824967,no
378,116,0.9999196430824967,no
379,178,0.9998393119897798,no
380,48,0.9999196430824967,no
381,32,0.9999196430824967,no
382,34,0.9999598183123718,no
383,48,0.9999196430824967,no
384,49,0.9999196430824967,no
385,26,0.9999598183123718,no
386,51,0.9999196430824967,no
387,31,0.9999196430824967,no
388,116,0.9999196430824967,no
389,26,0.9999196430824967,no
390,30,0.9999196430824967,no
391,40,0.9999196430824967,no
392,60,0.9998393119897798,yes
393,49,0.9999196430824967,no
394,58,0.9998393119897798,no
395,37,0.9999196430824967,no
396,289,0.9998393119897798,no
397,102,0.9998393119897798,no
398,63,0.9999196430824967,no
399,31,0.9999196430824967,no
400,84,0.9999196430824967,no
401,41,0.9999196430824967,no
402,28,0.9999196430824967,no
403,34,0.9999598183123718,no
404,26,0.9999598183123718,no
405,39,0.9999196430824967,no
406,164,0.9999196430824967,no
407,48,0.9999196430824967,no
408,133,0.9999196430824967,no
409,108,0.9999196430824967,no
410,111,0.9999196430824967,no
411,73,0.9999196430824967,no
412,449,0.9999196430824967,no
413,84,0.9999196430824967,no
414,38,0.9999196430824967,no
415,95,0.9999196430824967,no
416,118,0.9999196430824967,no
417,79,0.23077588846066646,no
418,60,0.23077588846066646,no
419,56,0.9998393119897798,no
420,119,0.9998393119897798,no
421,76,0.9998393119897798,no
422,87,0.9998393119897798,no
423,38,0.9998393119897798,no
424,39,0.9998393119897798,no
425,38,0.9998393119897798,no
426,40,0.9998393119897798,no
427,41,0.9998393119897798,no
428,97,0.9998393119897798,no
429,42,0.9998393119897798,no
430,34,0.9998393119897798,no
431,36,0.9999196430824967,no
432,41,0.9999196430824967,no
433,44,0.9999196430824967,no
434,37,0.9999196430824967,no
435,107,0.9998393119897798,no
436,334,0.9999196430824967,no
437,67,0.9999196430824967,no
438,88,0.9999196430824967,no
439,64,0.9999196430824967,no
440,34,0.9999196430824967,no
441,37,0.9999196430824967,no
442,71,0.9999464258516289,no
443,262,0.9999196430824967,no
444,97,0.9999196430824967,no
445,35,0.9999464258516289,no
446,85,0.9999196430824967,no
447,49,0.9999196430824967,no
448,102,0.9999196430824967,no
449,119,0.9999464258516289,no
450,39,0.9999464258516289,no
451,179,0.9998393119897798,no
452,120,0.9999196430824967,no
453,178,0.9999464258516289,no
454,153,0.9999464258516289,no
455,89,0.9999464258516289,no
456,50,0.9998393119897798,no
457,36,0.9999464258516289,no
458,109,0.04762597280485582,no
459,148,0.9998393119897798,no
460,137,0.9999196430824967,no
461,133,0.9999196430824967,no
462,131,0.9999464258516289,no
463,176,0.9998393119897798,no
464,70,0.9999196430824967,no
465,53,0.9999464258516289,no
466,37,0.9999464258516289,no
467,76,0.09091506874327937,no
468,71,0.9999196430824967,no
469,32,0.9998393119897798,no
470,43,0.23077588846066646,no
471,29,0.9999598183123718,no
472,24,0.9999598183123718,no
473,41,0.23077588846066646,no
474,300,1.607345008130496E-5,yes
475,120,0.9998393119897798,no
476,137,5.35793152102811E-6,no
477,95,5.35793152102811E-6,no
478,96,5.35793152102811E-6,no
479,56,0.04762597280485584,no
480,40,5.35793152102811E-6,no
481,350,5.35793152102811E-6,no
482,112,0.04762597280485582,no
483,71,0.04762597280485584,no
484,93,0.09091506874327937,no
485,381,0.032262915090566724,no
486,115,0.09091506874327936,no
487,69,0.09091506874327937,no
488,98,0.09091506874327937,no
489,157,0.9998393119897798,no
490,59,0.9999598183123718,no
491,30,0.9999598183123718,no
492,57,0.9999196430824967,no
493,182,0.23077588846066646,no
494,160,0.23077588846066646,no
495,32,0.23077588846066646,no
496,24,0.9999598183123718,no
497,50,0.9999598183123718,no
498,50,0.9999598183123718,no
499,63,0.9999598183123718,no
500,116,0.9999598183123718,no
501,182,0.9999598183123718,no
502,69,0.9999598183123718,no
503,27,0.9999598183123718,no
504,67,0.23077588846066646,no
505,44,0.23077588846066646,no
506,33,0.23077588846066646,no
507,72,0.999977038244805,no
508,89,0.9999598183123718,no
509,304,0.9999598183123718,no
510,2567,1.607345008130496E-5,yes
511,58,0.9998393119897798,no
512,32,0.9999940467498426,no
513,49,0.9998393119897798,no
514,27,0.9998393119897798,no
515,31,0.7959164258976285,no
516,72,0.9998393119897798,no
517,83,0.41176637442866937,no
518,82,0.9998393119897798,no
519,518,0.9998393119897798,yes
520,242,0.9998393119897798,no
521,351,0.9999196430824967,no
522,32,0.9999940467498426,no
523,40,0.9999923458472646,no
524,452,0.9998393119897798,no
525,409,0.9999196430824967,no
526,50,0.9999892842517863,no
527,257,1.607345008130496E-5,yes
528,124,0.9998393119897798,yes
529,201,0.9998393119897798,no
530,248,0.9998393119897798,no
531,26,0.9999960795510304,no
532,22,0.9999915401606088,no
533,229,0.9998393119897798,no
534,311,0.9998393119897798,no
535,158,0.9999678541332274,no
536,420,0.9998393119897798,no
537,35,0.9999196430824967,no
538,24,0.9999196430824967,no
539,25,0.9999196430824967,no
540,119,0.9999598183123718,no
541,153,0.9999598183123718,no
542,51,0.9999885188587753,no
543,51,0.9999885188587753,no
544,41,0.9999196430824967,no
545,22,0.9999915401606088,no
546,244,0.9999196430824967,no
547,24,0.9999938177815139,no
548,27,0.9999885188587753,no
549,44,0.9999196430824967,no
550,222,0.9998393119897798,no
551,126,0.9998393119897798,no
552,216,0.9998393119897798,no
553,65,0.9998393119897798,no
554,28,0.9999196430824967,no
555,724,0.9998393119897798,no
556,252,0.9999196430824967,no
557,36,0.9999196430824967,no
558,40,0.9999598183123718,no
559,348,0.9998393119897798,no
560,369,0.9999196430824967,no
561,30,1.607345008130496E-5,no
562,40,0.9999598183123718,no
563,35,0.9998393119897798,no
564,80,0.9998393119897798,no
565,125,0.9998393119897798,no
566,89,0.9998393119897798,no
567,51,0.9998393119897798,no
568,55,1.607345008130496E-5,no
569,52,0.09092104640276835,no
570,65,0.9999196430824967,no
571,86,0.9999196430824967,no
572,116,0.9999196430824967,no
573,61,0.9999196430824967,no
574,59,0.9998393119897798,no
575,216,0.9999196430824967,no
576,270,0.9999196430824967,no
577,81,0.9999196430824967,no
578,74,0.9998393119897798,no
579,214,0.9998393119897798,no
580,79,0.9999196430824967,no
581,118,0.9999196430824967,no
582,75,0.9999196430824967,no
583,130,0.9999196430824967,no
584,81,0.9999196430824967,no
585,36,0.9999196430824967,no
586,75,0.9998393119897798,no
587,213,0.9999196430824967,no
588,26,0.9999196430824967,no
589,135,0.9999196430824967,no
590,71,0.9999196430824967,no
591,209,0.9999196430824967,no
592,189,0.9999196430824967,no
593,66,0.9999196430824967,no
594,188,0.9999196430824967,no
595,69,0.9999196430824967,no
596,65,0.9999196430824967,no
597,108,0.9999196430824967,no
598,46,0.9999732114906429,no
599,53,0.9999930114164604,no
600,447,0.9999196430824967,no
601,386,0.9999196430824967,no
602,30,0.9999910701779254,no
603,140,0.9998393119897798,no
604,41,0.9999196430824967,no
605,22,0.9999196430824967,no
606,177,0.9999196430824967,no
607,357,0.9999196430824967,no
608,243,0.9998393119897798,no
609,31,0.7959164258976285,no
610,22,0.9999915401606088,no
611,610,0.9998393119897798,no
612,249,0.9999196430824967,no
613,78,0.9999196430824967,no
614,33,0.9999196430824967,no
615,81,0.9999196430824967,no
616,64,0.9999196430824967,no
617,108,0.9999196430824967,no
618,57,0.9999196430824967,no
619,76,0.9999196430824967,no
620,79,0.9999196430824967,no
621,70,0.9999196430824967,no
622,32,0.9999196430824967,no
623,31,0.9999196430824967,no
624,37,0.9999464258516289,no
625,83,0.9998393119897798,no
626,22,0.9999196430824967,no
627,45,0.9999196430824967,no
628,177,0.9998393119897798,no
629,28,0.9999678541332274,no
630,234,0.9999196430824967,no
631,92,0.9999196430824967,no
632,325,0.9998393119897798,no
633,448,0.9999196430824967,no
634,529,0.9999196430824967,no
635,211,0.9999196430824967,no
636,52,0.9998393119897798,no
637,87,0.9999196430824967,no
638,105,0.9999196430824967,no
639,412,0.9999196430824967,no
640,35,0.9999196430824967,no
641,113,0.9998393119897798,no
642,286,0.9999196430824967,no
643,75,0.9999732114906429,no
644,93,0.9999598183123718,no
645,52,0.9999885188587753,no
646,393,0.9999196430824967,no
647,59,0.9999799083488694,no
648,129,0.9998393119897798,no
649,24,0.9999196430824967,no
650,97,0.9998393119897798,no
651,576,0.9998393119897798,yes
652,111,0.9998393119897798,yes
653,87,0.9998393119897798,no
654,31,0.9998393119897798,no
655,90,0.9998393119897798,no
656,138,0.9998393119897798,no
657,171,0.9998393119897798,no
658,22,0.9998393119897798,no
659,76,0.9998393119897798,no
660,47,0.9998393119897798,no
661,255,0.9998393119897798,no
662,147,0.9998393119897798,no
663,626,0.9999196430824967,no
664,62,0.6153831887188108,no
665,405,0.9999910701779254,no
666,1158,0.9999196430824967,no
667,405,0.9999910701779254,no
668,607,0.9999678541332274,no
669,513,0.9999732114906429,no
