ProjName, Classifier Name, Training%, Feature Selection, Sampling, Cost Sensitive, Precision, Recall, Kappa, TP, FP, TN, FN, areaUnderROC, fMeasure
BOOKKEEPER,IBk,75.03311258278146,featureSelection,sampling,no,0.47368421052631576,0.3103448275862069,0.33447098976109235,9.0,338.0,10.0,20.0,0.9037851763773286,0.375
BOOKKEEPER,IBk,75.03311258278146,featureSelection,no,costSensitive,0.4423076923076923,0.7931034482758621,0.5205479452054792,23.0,319.0,29.0,6.0,0.9133472057074911,0.5679012345679012
BOOKKEEPER,RandomForest,78.60489328474753,no,no,no,0.6551724137931034,0.40425531914893614,0.45219221325850567,19.0,354.0,10.0,28.0,0.9390051437923779,0.4999999999999999
BOOKKEEPER,RandomForest,78.60489328474753,featureSelection,no,no,0.5862068965517241,0.3617021276595745,0.3945282357067695,17.0,352.0,12.0,30.0,0.8918926817862988,0.4473684210526315
BOOKKEEPER,RandomForest,78.60489328474753,no,sampling,no,0.5869565217391305,0.574468085106383,0.5271541933390366,27.0,345.0,19.0,20.0,0.9409632920271218,0.5806451612903226
BOOKKEEPER,RandomForest,78.60489328474753,no,no,costSensitive,0.55,0.7021276595744681,0.5604507394944832,33.0,337.0,27.0,14.0,0.9512216506897357,0.6168224299065421
BOOKKEEPER,RandomForest,78.60489328474753,featureSelection,sampling,no,0.5526315789473685,0.44680851063829785,0.436501610177598,21.0,347.0,17.0,26.0,0.8731879822305354,0.49411764705882355
BOOKKEEPER,RandomForest,78.60489328474753,featureSelection,no,costSensitive,0.27218934911242604,0.9787234042553191,0.3008094388805049,46.0,241.0,123.0,1.0,0.8873918634556932,0.42592592592592593
BOOKKEEPER,NaiveBayes,78.60489328474753,no,no,no,0.42168674698795183,0.7446808510638298,0.4595423862540543,35.0,316.0,48.0,12.0,0.892564881926584,0.5384615384615385
BOOKKEEPER,NaiveBayes,78.60489328474753,featureSelection,no,no,0.6875,0.46808510638297873,0.5117273683853228,22.0,354.0,10.0,25.0,0.9095452419920506,0.5569620253164557
BOOKKEEPER,NaiveBayes,78.60489328474753,no,sampling,no,0.37894736842105264,0.7659574468085106,0.4179883476290662,36.0,305.0,59.0,11.0,0.8970657002571896,0.5070422535211268
BOOKKEEPER,NaiveBayes,78.60489328474753,no,no,costSensitive,0.2857142857142857,0.8936170212765957,0.31412707081740393,42.0,259.0,105.0,5.0,0.9034369885433715,0.43298969072164945
BOOKKEEPER,NaiveBayes,78.60489328474753,featureSelection,sampling,no,0.6285714285714286,0.46808510638297873,0.4864527160331448,22.0,351.0,13.0,25.0,0.8740939911152678,0.5365853658536586
BOOKKEEPER,NaiveBayes,78.60489328474753,featureSelection,no,costSensitive,0.5217391304347826,0.5106382978723404,0.4544086846219653,24.0,342.0,22.0,23.0,0.9042553191489362,0.5161290322580645
BOOKKEEPER,IBk,78.60489328474753,no,no,no,0.5128205128205128,0.425531914893617,0.40321969696969706,20.0,345.0,19.0,27.0,0.6826338555061959,0.4651162790697675
BOOKKEEPER,IBk,78.60489328474753,featureSelection,no,no,0.6,0.3829787234042553,0.415443854719534,18.0,352.0,12.0,29.0,0.8792670095861586,0.4675324675324675
BOOKKEEPER,IBk,78.60489328474753,no,sampling,no,0.4909090909090909,0.574468085106383,0.463212886373531,27.0,336.0,28.0,20.0,0.7612228197334581,0.5294117647058822
BOOKKEEPER,IBk,78.60489328474753,no,no,costSensitive,0.4722222222222222,0.3617021276595745,0.344625597969345,17.0,345.0,19.0,30.0,0.6651858779518354,0.40963855421686746
BOOKKEEPER,IBk,78.60489328474753,featureSelection,sampling,no,0.6097560975609756,0.5319148936170213,0.516680076746921,25.0,348.0,16.0,22.0,0.8711421557166238,0.5681818181818181
BOOKKEEPER,IBk,78.60489328474753,featureSelection,no,costSensitive,0.25925925925925924,0.8936170212765957,0.2730398607632551,42.0,244.0,120.0,5.0,0.8773380874444704,0.40191387559808606
BOOKKEEPER,RandomForest,81.84916915210907,no,no,no,0.42857142857142855,0.32142857142857145,0.32957660676210726,9.0,386.0,12.0,19.0,0.9462042354630295,0.3673469387755102
BOOKKEEPER,RandomForest,81.84916915210907,featureSelection,no,no,0.2727272727272727,0.10714285714285714,0.12126515814476845,3.0,390.0,8.0,25.0,0.8404073941134242,0.15384615384615383
BOOKKEEPER,RandomForest,81.84916915210907,no,sampling,no,0.5416666666666666,0.4642857142857143,0.4677047289504037,13.0,387.0,11.0,15.0,0.9400125628140703,0.5
BOOKKEEPER,RandomForest,81.84916915210907,no,no,costSensitive,0.5161290322580645,0.5714285714285714,0.5084195230361569,16.0,383.0,15.0,12.0,0.9356155778894473,0.5423728813559322
BOOKKEEPER,RandomForest,81.84916915210907,featureSelection,sampling,no,0.4117647058823529,0.25,0.27511252607311437,7.0,388.0,10.0,21.0,0.8074300071787509,0.3111111111111111
BOOKKEEPER,RandomForest,81.84916915210907,featureSelection,no,costSensitive,0.2191780821917808,0.5714285714285714,0.2451076069649186,16.0,341.0,57.0,12.0,0.8357412060301508,0.31683168316831684
BOOKKEEPER,NaiveBayes,81.84916915210907,no,no,no,0.2857142857142857,0.7142857142857143,0.34683303373162755,20.0,348.0,50.0,8.0,0.8806532663316583,0.40816326530612246
BOOKKEEPER,NaiveBayes,81.84916915210907,featureSelection,no,no,0.4583333333333333,0.39285714285714285,0.38581314878892714,11.0,385.0,13.0,17.0,0.7766062455132807,0.4230769230769231
BOOKKEEPER,NaiveBayes,81.84916915210907,no,sampling,no,0.24705882352941178,0.75,0.3027341048457746,21.0,334.0,64.0,7.0,0.8714106245513281,0.37168141592920356
BOOKKEEPER,NaiveBayes,81.84916915210907,no,no,costSensitive,0.19658119658119658,0.8214285714285714,0.23622731717918075,23.0,304.0,94.0,5.0,0.8901202440775305,0.3172413793103448
BOOKKEEPER,NaiveBayes,81.84916915210907,featureSelection,sampling,no,0.5,0.4642857142857143,0.4464451457211809,13.0,385.0,13.0,15.0,0.8153266331658291,0.4814814814814815
BOOKKEEPER,NaiveBayes,81.84916915210907,featureSelection,no,costSensitive,0.4166666666666667,0.5357142857142857,0.4263307984790872,15.0,377.0,21.0,13.0,0.8340362526920316,0.46875000000000006
BOOKKEEPER,IBk,81.84916915210907,no,no,no,0.4,0.35714285714285715,0.336197941259798,10.0,383.0,15.0,18.0,0.7313352476669059,0.3773584905660378
BOOKKEEPER,IBk,81.84916915210907,featureSelection,no,no,0.2222222222222222,0.07142857142857142,0.07864726700747102,2.0,391.0,7.0,26.0,0.8205760947595119,0.10810810810810811
BOOKKEEPER,IBk,81.84916915210907,no,sampling,no,0.3888888888888889,0.5,0.39258555133079853,14.0,376.0,22.0,14.0,0.720881191672649,0.43750000000000006
BOOKKEEPER,IBk,81.84916915210907,no,no,costSensitive,0.4074074074074074,0.39285714285714285,0.358609362168081,11.0,382.0,16.0,17.0,0.6869167264895908,0.39999999999999997
BOOKKEEPER,IBk,81.84916915210907,featureSelection,sampling,no,0.46153846153846156,0.21428571428571427,0.2619189867367669,6.0,391.0,7.0,22.0,0.8403176597272075,0.2926829268292683
BOOKKEEPER,IBk,81.84916915210907,featureSelection,no,costSensitive,0.2,0.5,0.21169504071058456,14.0,342.0,56.0,14.0,0.8238065326633166,0.28571428571428575
