Release ID, Filepath, Size, LOC Touched, NR, NFix, NAuth, LOC Added, Max LOC Added, Average LOC Added, Churn, Max Churn, Average Churn, Bugginess
1,storm-core/src/jvm/backtype/storm/hooks/info/BoltAckInfo.java,15,113,7,0,4,113,17,16.142857142857142,113,17,16.142857142857142,no
1,storm-core/src/jvm/backtype/storm/hooks/info/BoltExecuteInfo.java,15,113,7,0,4,113,17,16.142857142857142,113,17,16.142857142857142,no
1,storm-core/src/jvm/backtype/storm/hooks/info/BoltFailInfo.java,15,113,7,0,4,113,17,16.142857142857142,113,17,16.142857142857142,no
1,storm-core/src/jvm/backtype/storm/hooks/info/EmitInfo.java,18,122,7,0,4,122,18,17.428571428571427,122,18,17.428571428571427,no
1,storm-core/src/jvm/backtype/storm/hooks/info/SpoutAckInfo.java,13,107,7,0,4,107,17,15.285714285714286,107,17,15.285714285714286,no
1,storm-core/src/jvm/backtype/storm/hooks/info/SpoutFailInfo.java,13,107,7,0,4,107,17,15.285714285714286,107,17,15.285714285714286,no
1,storm-core/src/jvm/backtype/storm/messaging/IConnection.java,21,461,28,4,17,397,21,14.178571428571429,333,21,11.892857142857142,yes
1,storm-core/src/jvm/backtype/storm/messaging/IContext.java,42,208,14,0,11,201,42,14.357142857142858,194,42,13.857142857142858,no
1,storm-core/src/jvm/backtype/storm/messaging/TaskMessage.java,36,292,11,0,5,234,36,21.272727272727273,176,36,16.0,no
1,storm-core/src/jvm/backtype/storm/messaging/TransportFactory.java,40,202,14,0,11,195,40,13.928571428571429,188,40,13.428571428571429,no
1,storm-core/src/jvm/backtype/storm/metric/LoggingMetricsConsumer.java,55,213,16,1,12,202,55,12.625,191,55,11.9375,no
1,storm-core/src/jvm/backtype/storm/metric/MetricsConsumerBolt.java,47,230,19,0,16,216,47,11.368421052631579,202,47,10.631578947368421,no
1,storm-core/src/jvm/backtype/storm/metric/SystemBolt.java,138,757,28,2,18,677,139,24.178571428571427,597,139,21.321428571428573,no
1,storm-core/src/jvm/backtype/storm/metric/api/AssignableMetric.java,17,119,7,0,4,119,17,17.0,119,17,17.0,no
1,storm-core/src/jvm/backtype/storm/metric/api/CombinedMetric.java,21,131,7,0,4,131,21,18.714285714285715,131,21,18.714285714285715,no
1,storm-core/src/jvm/backtype/storm/metric/api/CountMetric.java,24,154,14,0,11,140,24,10.0,126,24,9.0,no
1,storm-core/src/jvm/backtype/storm/metric/api/ICombiner.java,6,86,7,0,4,86,17,12.285714285714286,86,17,12.285714285714286,no
1,storm-core/src/jvm/backtype/storm/metric/api/IMetric.java,5,83,7,0,4,83,17,11.857142857142858,83,17,11.857142857142858,no
1,storm-core/src/jvm/backtype/storm/metric/api/IMetricsConsumer.java,43,197,7,0,4,197,43,28.142857142857142,197,43,28.142857142857142,no
1,storm-core/src/jvm/backtype/storm/metric/api/IReducer.java,7,89,7,0,4,89,17,12.714285714285714,89,17,12.714285714285714,no
1,storm-core/src/jvm/backtype/storm/metric/api/IStatefulObject.java,5,78,6,0,4,78,17,13.0,78,17,13.0,no
1,storm-core/src/jvm/backtype/storm/metric/api/MeanReducer.java,38,210,14,0,11,189,38,13.5,168,38,12.0,no
1,storm-core/src/jvm/backtype/storm/metric/api/MultiCountMetric.java,28,166,14,0,11,159,28,11.357142857142858,152,28,10.857142857142858,no
1,storm-core/src/jvm/backtype/storm/metric/api/MultiReducedMetric.java,33,181,14,0,11,174,33,12.428571428571429,167,33,11.928571428571429,no
1,storm-core/src/jvm/backtype/storm/metric/api/ReducedMetric.java,21,131,7,0,4,131,21,18.714285714285715,131,21,18.714285714285715,no
1,storm-core/src/jvm/backtype/storm/metric/api/StateMetric.java,14,96,6,0,4,96,17,16.0,96,17,16.0,no
1,storm-core/src/jvm/backtype/storm/nimbus/DefaultTopologyValidator.java,14,113,11,0,5,110,17,10.0,107,17,9.727272727272727,no
1,storm-core/src/jvm/backtype/storm/nimbus/ITopologyValidator.java,11,106,12,0,5,103,17,8.583333333333334,100,17,8.333333333333334,no
1,storm-core/src/jvm/backtype/storm/planner/CompoundSpout.java,8,92,7,0,4,92,17,13.142857142857142,92,17,13.142857142857142,no
