ProjName, Classifier Name, Training%, Feature Selection, Sampling, Cost Sensitive, Precision, Recall, Kappa, TP, FP, TN, FN, areaUnderROC, fMeasure
STORM,NaiveBayes,59.81109485166955,featureSelection,no,costSensitive,0.12204571871367687,0.6237623762376238,-0.10476182534950887,315.0,2266.0,250.0,190.0,0.24092540414613797,0.20414776409591703
STORM,IBk,59.81109485166955,no,no,no,0.16435506241331485,0.9386138613861386,-0.006679836496080909,474.0,2410.0,106.0,31.0,0.503366966267374,0.27972853349070526
STORM,IBk,59.81109485166955,featureSelection,no,no,0.15974547890154053,0.9445544554455445,-0.01777131276732298,477.0,2509.0,7.0,28.0,0.3140258779455052,0.2732741334861072
STORM,IBk,59.81109485166955,no,sampling,no,0.1633008356545961,0.9287128712871288,-0.009179590689033571,469.0,2403.0,113.0,36.0,0.49947740402021124,0.2777613266212615
STORM,IBk,59.81109485166955,no,no,costSensitive,0.16435506241331485,0.9386138613861386,-0.006679836496080909,474.0,2410.0,106.0,31.0,0.503490531883077,0.27972853349070526
STORM,IBk,59.81109485166955,featureSelection,sampling,no,0.1550203527815468,0.904950495049505,-0.029015970280786257,457.0,2491.0,25.0,48.0,0.31735742731665856,0.2646973646104836
STORM,IBk,59.81109485166955,featureSelection,no,costSensitive,0.1311340206185567,0.6297029702970297,-0.08245406323997072,318.0,2107.0,409.0,187.0,0.3140361094933023,0.21706484641638224
STORM,RandomForest,89.09565011259926,no,no,no,0.3094688221709007,0.8993288590604027,-0.04148940772680728,268.0,598.0,24.0,30.0,0.2985606076954617,0.4604810996563574
STORM,RandomForest,89.09565011259926,featureSelection,no,no,0.30778032036613273,0.9026845637583892,-0.04655001650709806,269.0,605.0,17.0,29.0,0.3005648589740823,0.4590443686006826
STORM,RandomForest,89.09565011259926,no,sampling,no,0.30348837209302326,0.8758389261744967,-0.05846599131693196,261.0,599.0,23.0,37.0,0.31362081615917475,0.4507772020725389
STORM,RandomForest,89.09565011259926,no,no,costSensitive,0.312987012987013,0.8087248322147651,-0.029562294706286713,241.0,529.0,93.0,57.0,0.284412158225253,0.45131086142322097
STORM,RandomForest,89.09565011259926,featureSelection,sampling,no,0.2858823529411765,0.8154362416107382,-0.10823204017759666,243.0,607.0,15.0,55.0,0.3049887783508492,0.4233449477351916
STORM,RandomForest,89.09565011259926,featureSelection,no,costSensitive,0.2613138686131387,0.6006711409395973,-0.159040516024995,179.0,506.0,116.0,119.0,0.2587830984699713,0.36419125127161756
STORM,NaiveBayes,89.09565011259926,no,no,no,0.30269058295964124,0.9060402684563759,-0.061850105119609054,270.0,622.0,0.0,28.0,0.1407103088111526,0.453781512605042
STORM,NaiveBayes,89.09565011259926,featureSelection,no,no,0.2790152403282532,0.7986577181208053,-0.12799982562321535,238.0,615.0,7.0,60.0,0.14587874144888754,0.4135534317984361
STORM,NaiveBayes,89.09565011259926,no,sampling,no,0.29909706546275394,0.889261744966443,-0.07208529927444304,265.0,621.0,1.0,33.0,0.13906752411575563,0.44763513513513514
STORM,NaiveBayes,89.09565011259926,no,no,costSensitive,0.29705215419501135,0.8791946308724832,-0.07785286679715961,262.0,620.0,2.0,36.0,0.1407103088111526,0.44406779661016954
STORM,NaiveBayes,89.09565011259926,featureSelection,sampling,no,0.27488151658767773,0.7785234899328859,-0.13904633904049557,232.0,612.0,10.0,66.0,0.14520436349511212,0.4063047285464098
STORM,NaiveBayes,89.09565011259926,featureSelection,no,costSensitive,0.24751243781094528,0.6677852348993288,-0.21139573856835045,199.0,605.0,17.0,99.0,0.14587874144888754,0.36116152450090744
STORM,IBk,89.09565011259926,no,no,no,0.3065868263473054,0.8590604026845637,-0.048870938131081273,256.0,579.0,43.0,42.0,0.27969151254882496,0.4518976169461606
STORM,IBk,89.09565011259926,featureSelection,no,no,0.2935560859188544,0.825503355704698,-0.08578046885308398,246.0,592.0,30.0,52.0,0.22921836897645612,0.43309859154929575
STORM,IBk,89.09565011259926,no,sampling,no,0.3065868263473054,0.8590604026845637,-0.048870938131081273,256.0,579.0,43.0,42.0,0.27988843091132737,0.4518976169461606
STORM,IBk,89.09565011259926,no,no,costSensitive,0.32225063938618925,0.8456375838926175,-0.004534356470177914,252.0,530.0,92.0,46.0,0.2800664666911241,0.4666666666666667
STORM,IBk,89.09565011259926,featureSelection,sampling,no,0.2757352941176471,0.7550335570469798,-0.13431771591550554,225.0,591.0,31.0,73.0,0.22866268154254515,0.40394973070017953
STORM,IBk,89.09565011259926,featureSelection,no,costSensitive,0.2613138686131387,0.6006711409395973,-0.159040516024995,179.0,506.0,116.0,119.0,0.23127387297956364,0.36419125127161756
STORM,RandomForest,88.52166614206274,no,no,no,0.22889305816135083,0.9312977099236641,-0.027634392249130023,244.0,822.0,10.0,18.0,0.2962556884908984,0.3674698795180723
STORM,RandomForest,88.52166614206274,featureSelection,no,no,0.23751178133836004,0.9618320610687023,-0.005146971386518655,252.0,809.0,23.0,10.0,0.33315747944803287,0.380952380952381
STORM,RandomForest,88.52166614206274,no,sampling,no,0.22735849056603774,0.9198473282442748,-0.03157960908278591,241.0,819.0,13.0,21.0,0.28130734365825016,0.3645990922844176
STORM,RandomForest,88.52166614206274,no,no,costSensitive,0.20388349514563106,0.7213740458015268,-0.08860663200076566,189.0,738.0,94.0,73.0,0.2543787617439812,0.31791421362489486
STORM,RandomForest,88.52166614206274,featureSelection,sampling,no,0.2361376673040153,0.9427480916030534,-0.008685526840407402,247.0,799.0,33.0,15.0,0.32226218438050497,0.37767584097859325
STORM,RandomForest,88.52166614206274,featureSelection,no,costSensitive,0.2034313725490196,0.6335877862595419,-0.0856350798405849,166.0,650.0,182.0,96.0,0.2857480365531415,0.30797773654916505
STORM,NaiveBayes,88.52166614206274,no,no,no,0.23595505617977527,0.9618320610687023,-0.009220583702260901,252.0,816.0,16.0,10.0,0.24456152745155607,0.37894736842105264
STORM,NaiveBayes,88.52166614206274,featureSelection,no,no,0.22448979591836735,0.8816793893129771,-0.03867341305926305,231.0,798.0,34.0,31.0,0.21791966382853786,0.3578621223857475
STORM,NaiveBayes,88.52166614206274,no,sampling,no,0.2339622641509434,0.9465648854961832,-0.014386615598072815,248.0,812.0,20.0,14.0,0.24677728640634175,0.37518910741301065
STORM,NaiveBayes,88.52166614206274,no,no,costSensitive,0.23288973384030418,0.9351145038167938,-0.017137028528616653,245.0,807.0,25.0,17.0,0.24456152745155607,0.3729071537290715
STORM,NaiveBayes,88.52166614206274,featureSelection,sampling,no,0.22102161100196463,0.8587786259541985,-0.04744788254076654,225.0,793.0,39.0,37.0,0.21928444289489138,0.35156249999999994
STORM,NaiveBayes,88.52166614206274,featureSelection,no,costSensitive,0.21774193548387097,0.8244274809160306,-0.055394639864423965,216.0,776.0,56.0,46.0,0.21791966382853786,0.3444976076555024
STORM,IBk,88.52166614206274,no,no,no,0.21400394477317555,0.8282442748091603,-0.06539379695769638,217.0,797.0,35.0,45.0,0.2839130394891368,0.3401253918495298
STORM,IBk,88.52166614206274,featureSelection,no,no,0.23371647509578544,0.9312977099236641,-0.014952796163809318,244.0,800.0,32.0,18.0,0.32928104815032294,0.37366003062787134
STORM,IBk,88.52166614206274,no,sampling,no,0.21400394477317555,0.8282442748091603,-0.06539379695769638,217.0,797.0,35.0,45.0,0.28400708308866707,0.3401253918495298
STORM,IBk,88.52166614206274,no,no,costSensitive,0.2094017094017094,0.7480916030534351,-0.07512790374420225,196.0,740.0,92.0,66.0,0.28384881459189665,0.327212020033389
STORM,IBk,88.52166614206274,featureSelection,sampling,no,0.2362052274927396,0.9312977099236641,-0.008475757278071074,244.0,789.0,43.0,18.0,0.33298774221961247,0.37683397683397685
STORM,IBk,88.52166614206274,featureSelection,no,costSensitive,0.2034313725490196,0.6335877862595419,-0.0856350798405849,166.0,650.0,182.0,96.0,0.3375293599530241,0.30797773654916505
STORM,RandomForest,69.63542047198071,no,no,no,0.09260741926874833,0.940379403794038,0.008296463031028215,347.0,3400.0,387.0,22.0,0.27378429844504415,0.1686103012633625
STORM,RandomForest,69.63542047198071,featureSelection,no,no,0.09224598930481283,0.9349593495934959,0.0075100140505433895,345.0,3395.0,392.0,24.0,0.29462724783043975,0.16792406911657337
STORM,RandomForest,69.63542047198071,no,sampling,no,0.08983324367939753,0.9051490514905149,0.002269674774507045,334.0,3384.0,403.0,35.0,0.26532360385658255,0.16344506973330072
STORM,RandomForest,69.63542047198071,no,no,costSensitive,0.08708025042686397,0.8292682926829268,-0.0036812218407940114,306.0,3208.0,579.0,63.0,0.2505018237401809,0.15761009528714912
STORM,RandomForest,69.63542047198071,featureSelection,sampling,no,0.09210526315789473,0.9295392953929539,0.0072011350846672,343.0,3381.0,406.0,26.0,0.29981222310242645,0.16760322501832395
STORM,RandomForest,69.63542047198071,featureSelection,no,costSensitive,0.08901130762539866,0.8319783197831978,4.820508493837851E-4,307.0,3142.0,645.0,62.0,0.27654728092039305,0.16081718177056048
STORM,NaiveBayes,69.63542047198071,no,no,no,0.08184079601990049,0.8915989159891599,-0.015196618760182393,329.0,3691.0,96.0,40.0,0.2744555436048155,0.14992025518341306
STORM,NaiveBayes,69.63542047198071,featureSelection,no,no,0.08010139416983524,0.8563685636856369,-0.01896564651520946,316.0,3629.0,158.0,53.0,0.27189937333754116,0.14649976819656932
STORM,NaiveBayes,69.63542047198071,no,sampling,no,0.08102025506376594,0.8780487804878049,-0.016982733885071214,324.0,3675.0,112.0,45.0,0.2688819903778652,0.14835164835164835
STORM,NaiveBayes,69.63542047198071,no,no,costSensitive,0.08051166290443942,0.8699186991869918,-0.018089284901587156,321.0,3666.0,121.0,48.0,0.2744555436048155,0.14738292011019283
STORM,NaiveBayes,69.63542047198071,featureSelection,sampling,no,0.07937723328228688,0.8428184281842819,-0.02053240111681597,311.0,3607.0,180.0,58.0,0.26760283182446293,0.14508980639141592
STORM,NaiveBayes,69.63542047198071,featureSelection,no,costSensitive,0.07739938080495357,0.8130081300813008,-0.024820366111359623,300.0,3576.0,211.0,69.0,0.27189937333754116,0.14134275618374562
STORM,IBk,69.63542047198071,no,no,no,0.09133042529989095,0.907859078590786,0.0055104234389715635,335.0,3333.0,454.0,34.0,0.41962519044255664,0.1659648253653703
STORM,IBk,69.63542047198071,featureSelection,no,no,0.0917506125782739,0.9132791327913279,0.006421833011330729,337.0,3336.0,451.0,32.0,0.4355393540732344,0.16674913409203365
STORM,IBk,69.63542047198071,no,sampling,no,0.09093391589295467,0.9024390243902439,0.004650441129998835,333.0,3329.0,458.0,36.0,0.41786764448051134,0.16521954849913176
STORM,IBk,69.63542047198071,no,no,costSensitive,0.09384658611969654,0.9051490514905149,0.01092594033709182,334.0,3225.0,562.0,35.0,0.4196287685084403,0.170061099796334
STORM,IBk,69.63542047198071,featureSelection,sampling,no,0.09073517354468434,0.8997289972899729,0.004219507855612244,332.0,3327.0,460.0,37.0,0.4320575381618617,0.16484607745779545
STORM,IBk,69.63542047198071,featureSelection,no,costSensitive,0.0930298719772404,0.8861788617886179,0.009149359225983993,327.0,3188.0,599.0,42.0,0.43555330853018065,0.16838311019567456
STORM,RandomForest,90.49256198347108,no,no,no,0.02190332326283988,0.8529411764705882,-0.00355813808667942,29.0,1295.0,109.0,5.0,0.24054172951231775,0.0427098674521355
STORM,RandomForest,90.49256198347108,featureSelection,no,no,0.021244309559939303,0.8235294117647058,-0.004904688571687387,28.0,1290.0,114.0,6.0,0.27072859058153176,0.04142011834319526
STORM,RandomForest,90.49256198347108,no,sampling,no,0.021521906225980016,0.8235294117647058,-0.004335807765355257,28.0,1273.0,131.0,6.0,0.2287372213842802,0.041947565543071164
STORM,RandomForest,90.49256198347108,no,no,costSensitive,0.019246861924686193,0.6764705882352942,-0.008963003294105364,23.0,1172.0,232.0,11.0,0.2315757499581029,0.03742880390561432
STORM,RandomForest,90.49256198347108,featureSelection,sampling,no,0.020626432391138275,0.7941176470588235,-0.006166466365074355,27.0,1282.0,122.0,7.0,0.2560227082285906,0.04020848845867461
STORM,RandomForest,90.49256198347108,featureSelection,no,costSensitive,0.019524617996604415,0.6764705882352942,-0.008393314216431542,23.0,1155.0,249.0,11.0,0.245014245014245,0.037953795379537955
STORM,NaiveBayes,90.49256198347108,no,no,no,0.02069950035688794,0.8529411764705882,-0.006027652822642518,29.0,1372.0,32.0,5.0,0.1968954248366013,0.04041811846689896
STORM,NaiveBayes,90.49256198347108,featureSelection,no,no,0.019103600293901544,0.7647058823529411,-0.009287877156692947,26.0,1335.0,69.0,8.0,0.1740615049438579,0.03727598566308244
STORM,NaiveBayes,90.49256198347108,no,sampling,no,0.02007168458781362,0.8235294117647058,-0.007312088210354674,28.0,1367.0,37.0,6.0,0.18633735545500252,0.03918824352694192
STORM,NaiveBayes,90.49256198347108,no,no,costSensitive,0.020187454938716654,0.8235294117647058,-0.0070740994991488285,28.0,1359.0,45.0,6.0,0.1968954248366013,0.039408866995073885
STORM,NaiveBayes,90.49256198347108,featureSelection,sampling,no,0.018532246108228317,0.7352941176470589,-0.0104542804458778,25.0,1324.0,80.0,9.0,0.16422616054968997,0.036153289949385395
STORM,NaiveBayes,90.49256198347108,featureSelection,no,costSensitive,0.017437452615617893,0.6764705882352942,-0.012685877962543684,23.0,1296.0,108.0,11.0,0.1740615049438579,0.03399852180339985
STORM,IBk,90.49256198347108,no,no,no,0.020155038759689922,0.7647058823529411,-0.007126999788568606,26.0,1264.0,140.0,8.0,0.2433383609854198,0.03927492447129909
STORM,IBk,90.49256198347108,featureSelection,no,no,0.01761102603369066,0.6764705882352942,-0.01232786685468569,23.0,1283.0,121.0,11.0,0.282648315736551,0.034328358208955224
STORM,IBk,90.49256198347108,no,sampling,no,0.02021772939346812,0.7647058823529411,-0.006998352029477912,26.0,1260.0,144.0,8.0,0.2440087145969499,0.0393939393939394
STORM,IBk,90.49256198347108,no,no,costSensitive,0.021576763485477178,0.7647058823529411,-0.004214757298460623,26.0,1179.0,225.0,8.0,0.24451147980559745,0.04196933010492332
STORM,IBk,90.49256198347108,featureSelection,sampling,no,0.01776061776061776,0.6764705882352942,-0.012019470752730875,23.0,1272.0,132.0,11.0,0.2842089827383945,0.0346124905944319
STORM,IBk,90.49256198347108,featureSelection,no,costSensitive,0.019524617996604415,0.6764705882352942,-0.008393314216431542,23.0,1155.0,249.0,11.0,0.28271116138763197,0.037953795379537955
STORM,RandomForest,91.67777912474239,no,no,no,0.11990776325903152,0.9017341040462428,-0.013834027258816406,156.0,1145.0,55.0,17.0,0.3697398843930636,0.21166892808683854
STORM,RandomForest,91.67777912474239,featureSelection,no,no,0.1245105716523101,0.9190751445086706,-0.0033750632662968754,159.0,1118.0,82.0,14.0,0.4039354527938343,0.21931034482758618
STORM,RandomForest,91.67777912474239,no,sampling,no,0.11810411810411811,0.8786127167630058,-0.017899309808770473,152.0,1135.0,65.0,21.0,0.35501204238921,0.20821917808219179
STORM,RandomForest,91.67777912474239,no,no,costSensitive,0.12578055307760927,0.815028901734104,-4.896327466381263E-4,141.0,980.0,220.0,32.0,0.3219701348747592,0.21792890262751158
STORM,RandomForest,91.67777912474239,featureSelection,sampling,no,0.12480127186009539,0.9075144508670521,-0.0027106986292861077,157.0,1101.0,99.0,16.0,0.38509152215799614,0.21942697414395526
STORM,RandomForest,91.67777912474239,featureSelection,no,costSensitive,0.1224122412241224,0.7861271676300579,-0.007943266938744723,136.0,975.0,225.0,37.0,0.32698458574181116,0.2118380062305296
STORM,NaiveBayes,91.67777912474239,no,no,no,0.11061285500747384,0.8554913294797688,-0.03508194992104388,148.0,1190.0,10.0,25.0,0.11934007707129095,0.1958967571144937
STORM,NaiveBayes,91.67777912474239,featureSelection,no,no,0.10453497309761722,0.7861271676300579,-0.04873364953967069,136.0,1165.0,35.0,37.0,0.12829238921001926,0.18453188602442336
STORM,NaiveBayes,91.67777912474239,no,sampling,no,0.10969196093163035,0.8439306358381503,-0.037152547950533084,146.0,1185.0,15.0,27.0,0.11477842003853564,0.19414893617021275
STORM,NaiveBayes,91.67777912474239,no,no,costSensitive,0.10800604229607251,0.8265895953757225,-0.04096096043453952,143.0,1181.0,19.0,30.0,0.11934007707129095,0.19104876419505679
STORM,NaiveBayes,91.67777912474239,featureSelection,sampling,no,0.10473235065942592,0.7803468208092486,-0.04821780377267614,135.0,1154.0,46.0,38.0,0.12822736030828516,0.18467852257181944
STORM,NaiveBayes,91.67777912474239,featureSelection,no,costSensitive,0.0997624703087886,0.7283236994219653,-0.05929898411995075,126.0,1137.0,63.0,47.0,0.12829238921001926,0.17548746518105848
STORM,IBk,91.67777912474239,no,no,no,0.11755485893416928,0.8670520231213873,-0.019119097715023632,150.0,1126.0,74.0,23.0,0.29272157996146436,0.20703933747412007
STORM,IBk,91.67777912474239,featureSelection,no,no,0.1257005604483587,0.9075144508670521,-6.788348247527227E-4,157.0,1092.0,108.0,16.0,0.3472374759152216,0.22081575246132207
STORM,IBk,91.67777912474239,no,sampling,no,0.1163895486935867,0.8497109826589595,-0.02172249988596598,147.0,1116.0,84.0,26.0,0.29222784200385354,0.20473537604456826
STORM,IBk,91.67777912474239,no,no,costSensitive,0.12733748886910062,0.8265895953757225,0.0029622173491030907,143.0,980.0,220.0,30.0,0.2934971098265896,0.22067901234567902
STORM,IBk,91.67777912474239,featureSelection,sampling,no,0.125,0.9017341040462428,-0.0022590465533413513,156.0,1092.0,108.0,17.0,0.3478588631984586,0.21956368754398312
STORM,IBk,91.67777912474239,featureSelection,no,costSensitive,0.12274368231046931,0.7861271676300579,-0.007206395021247705,136.0,972.0,228.0,37.0,0.3474181117533719,0.21233411397345825
STORM,RandomForest,84.12196614317764,no,no,no,0.03433754454162617,0.9814814814814815,-7.136056281765668E-4,106.0,2981.0,25.0,2.0,0.32022683029003723,0.06635367762128325
STORM,RandomForest,84.12196614317764,featureSelection,no,no,0.03461918892185954,0.9722222222222222,-1.3017828507861027E-4,105.0,2928.0,78.0,3.0,0.37939552992779874,0.06685768863419292
STORM,RandomForest,84.12196614317764,no,sampling,no,0.034493979824275954,0.9814814814814815,-3.8953172443746784E-4,106.0,2967.0,39.0,2.0,0.31316995638352924,0.06664570889657341
STORM,RandomForest,84.12196614317764,no,no,costSensitive,0.036751837591879596,0.9722222222222222,0.004274423861563816,105.0,2752.0,254.0,3.0,0.2783691875508243,0.07082630691399663
STORM,RandomForest,84.12196614317764,featureSelection,sampling,no,0.035,0.9722222222222222,6.577845815293957E-4,105.0,2895.0,111.0,3.0,0.37311334121879697,0.06756756756756757
STORM,RandomForest,84.12196614317764,featureSelection,no,costSensitive,0.035868005738880916,0.9259259259259259,0.0024467866675792274,100.0,2688.0,318.0,8.0,0.30482399398733395,0.06906077348066299
STORM,NaiveBayes,84.12196614317764,no,no,no,0.03188691650230112,0.8981481481481481,-0.0057862585210622115,97.0,2945.0,61.0,11.0,0.293864431630566,0.061587301587301586
STORM,NaiveBayes,84.12196614317764,featureSelection,no,no,0.03014065639651708,0.8333333333333334,-0.009394709969365075,90.0,2896.0,110.0,18.0,0.2911414824671644,0.058177117000646414
STORM,NaiveBayes,84.12196614317764,no,sampling,no,0.031373844121532365,0.8796296296296297,-0.006847204222903561,95.0,2933.0,73.0,13.0,0.286233089376802,0.060586734693877556
STORM,NaiveBayes,84.12196614317764,no,no,costSensitive,0.030534351145038167,0.8518518518518519,-0.008583162788297214,92.0,2921.0,85.0,16.0,0.293864431630566,0.05895546299263056
STORM,NaiveBayes,84.12196614317764,featureSelection,sampling,no,0.029966329966329967,0.8240740740740741,-0.009753368192668269,89.0,2881.0,125.0,19.0,0.2849732633498435,0.05782975958414555
STORM,NaiveBayes,84.12196614317764,featureSelection,no,costSensitive,0.028034188034188036,0.7592592592592593,-0.013741577462832593,82.0,2843.0,163.0,26.0,0.2911414824671644,0.05407187603033301
STORM,IBk,84.12196614317764,no,no,no,0.034426761935693405,0.9814814814814815,-5.287683003403933E-4,106.0,2973.0,33.0,2.0,0.4107972326951036,0.06652023846877941
STORM,IBk,84.12196614317764,featureSelection,no,no,0.03486423064029501,0.9629629629629629,3.7679352716821316E-4,104.0,2879.0,127.0,4.0,0.43045236687119587,0.06729213846651569
STORM,IBk,84.12196614317764,no,sampling,no,0.0345614607107923,0.9814814814814815,-2.4977023090087244E-4,106.0,2961.0,45.0,2.0,0.41085421749094403,0.06677165354330707
STORM,IBk,84.12196614317764,no,no,costSensitive,0.03618982587913964,0.9814814814814815,0.003116758082051509,106.0,2823.0,183.0,2.0,0.4108311155466844,0.06980572933816266
STORM,IBk,84.12196614317764,featureSelection,sampling,no,0.035206499661475966,0.9629629629629629,0.0010844099879015452,104.0,2850.0,156.0,4.0,0.43057865749981517,0.06792945787067277
STORM,IBk,84.12196614317764,featureSelection,no,costSensitive,0.035842293906810034,0.9259259259259259,0.0023938068796300004,100.0,2690.0,316.0,8.0,0.430463147778517,0.06901311249137336
STORM,RandomForest,92.67117138401927,no,no,no,0.04230006609385327,0.9142857142857143,-0.005924901032489342,64.0,1449.0,32.0,6.0,0.30754798881064915,0.08085912823752368
STORM,RandomForest,92.67117138401927,featureSelection,no,no,0.043074884029158385,0.9285714285714286,-0.0043033932456835395,65.0,1444.0,37.0,5.0,0.3302498311951384,0.08233058898036733
STORM,RandomForest,92.67117138401927,no,sampling,no,0.04133333333333333,0.8857142857142857,-0.007944019738704846,62.0,1438.0,43.0,8.0,0.3224076396257355,0.07898089171974522
STORM,RandomForest,92.67117138401927,no,no,costSensitive,0.03715170278637771,0.6857142857142857,-0.01655844794577709,48.0,1244.0,237.0,22.0,0.25533423362592844,0.07048458149779735
STORM,RandomForest,92.67117138401927,featureSelection,sampling,no,0.04106776180698152,0.8571428571428571,-0.008488318884297573,60.0,1401.0,80.0,10.0,0.32233529468505834,0.07838014369693011
STORM,RandomForest,92.67117138401927,featureSelection,no,costSensitive,0.027888446215139442,0.5,-0.03571932158297305,35.0,1220.0,261.0,35.0,0.27540272016976947,0.052830188679245285
STORM,NaiveBayes,92.67117138401927,no,no,no,0.04026402640264026,0.8714285714285714,-0.010185042971906318,61.0,1454.0,27.0,9.0,0.14717372431754605,0.07697160883280757
STORM,NaiveBayes,92.67117138401927,featureSelection,no,no,0.033152909336941816,0.7,-0.025032497306324262,49.0,1429.0,52.0,21.0,0.14480563325938073,0.06330749354005169
